project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P1308,112.1,20,mixed_lengths,0,1,5,4,2,3,2,3,design_build,14,5,slab_finishing,7.89
P3320,163.1,38,standard_12m,1,1,2,3,3,3,1,3,lump_sum,19,2,frame,11.22
P1749,180.0,38,standard_12m,1,1,6,2,2,3,1,5,remeasurement,25,2,foundation,15.0
P3815,166.2,7,standard_12m,1,1,3,5,2,1,0,4,design_build,27,1,foundation,12.29
P2239,115.0,27,standard_12m,1,1,0,3,3,2,0,0,lump_sum,12,6,slab_finishing,7.42
P1908,180.0,35,standard_12m,2,0,1,2,2,3,2,2,lump_sum,15,6,foundation,7.21
P2880,110.9,18,standard_12m,1,0,0,3,3,3,0,3,lump_sum,16,5,slab_finishing,8.85
P3380,141.9,27,mixed_lengths,1,3,1,2,1,1,0,0,lump_sum,29,3,frame,6.83
P2406,154.7,20,standard_12m,0,1,3,4,2,2,2,2,lump_sum,21,6,frame,7.44
P3494,144.0,37,standard_12m,0,2,5,3,1,2,0,3,design_build,12,5,frame,14.56
P1970,167.9,6,standard_12m,1,0,2,3,1,1,1,2,remeasurement,27,3,foundation,12.42
P1013,178.9,27,standard_12m,1,1,0,4,2,2,1,0,lump_sum,22,6,foundation,4.86
P1873,180.0,35,standard_12m,2,0,0,5,2,1,2,2,remeasurement,11,8,foundation,6.52
P1808,156.2,8,standard_12m,0,1,1,1,1,1,0,1,design_build,30,1,foundation,13.47
P3578,118.9,13,standard_12m,1,1,4,4,2,2,2,3,remeasurement,20,6,frame,9.14
P1514,167.7,8,standard_12m,0,2,2,2,1,1,0,1,design_build,23,1,foundation,13.65
P3413,180.0,18,mixed_lengths,1,2,3,4,2,2,0,0,design_build,30,2,foundation,4.74
P1409,125.8,26,mixed_lengths,2,1,3,3,2,1,2,3,remeasurement,13,6,slab_finishing,6.65
P3833,171.0,27,standard_12m,0,0,5,3,2,1,0,5,remeasurement,19,2,foundation,15.0
P3259,131.7,33,standard_12m,2,1,3,3,2,2,2,5,remeasurement,11,7,slab_finishing,11.56
P3823,162.6,18,mixed_lengths,0,2,5,3,2,1,2,2,lump_sum,22,6,foundation,9.54
P2225,104.0,20,standard_12m,2,1,3,4,2,1,1,1,lump_sum,17,7,slab_finishing,7.15
P2655,114.9,22,standard_12m,0,0,3,3,1,1,1,0,lump_sum,25,1,slab_finishing,12.25
P2610,153.6,39,standard_12m,0,0,2,4,2,2,1,2,lump_sum,20,4,frame,11.27
P1382,180.0,37,standard_12m,1,1,5,4,2,2,2,3,lump_sum,28,6,foundation,9.74
P3106,78.3,18,standard_12m,0,1,1,3,2,1,1,2,lump_sum,26,3,slab_finishing,8.49
P3187,160.2,27,mixed_lengths,0,1,4,3,3,2,1,3,lump_sum,7,7,foundation,11.15
P2621,180.0,22,standard_12m,1,3,3,2,2,1,2,3,lump_sum,12,7,foundation,7.41
P3831,158.7,25,standard_12m,0,0,2,3,3,4,0,4,lump_sum,30,3,frame,11.97
P1552,139.8,24,mixed_lengths,2,1,1,4,2,2,2,0,lump_sum,24,4,frame,0.5
P1222,142.4,20,mixed_lengths,1,0,2,5,3,4,2,0,lump_sum,11,5,frame,0.61
P2096,157.7,34,mixed_lengths,0,0,0,3,1,1,1,1,lump_sum,30,3,foundation,10.74
P3754,116.1,13,custom_lengths,0,1,3,3,1,2,0,3,lump_sum,26,6,frame,9.51
P1008,176.7,21,mixed_lengths,2,1,5,3,3,2,1,5,remeasurement,15,4,foundation,10.83
P2476,102.9,32,standard_12m,2,1,1,4,3,3,2,1,lump_sum,30,1,slab_finishing,2.68
P1316,112.9,16,standard_12m,1,0,1,3,2,3,1,0,remeasurement,22,4,slab_finishing,8.22
P1427,180.0,24,mixed_lengths,1,0,2,4,2,2,0,0,design_build,23,2,foundation,8.12
P2985,101.7,12,standard_12m,0,1,3,1,2,2,0,0,lump_sum,28,5,slab_finishing,13.22
P1105,166.3,18,standard_12m,1,1,1,4,2,2,2,2,remeasurement,23,4,foundation,6.59
P3015,165.0,9,custom_lengths,2,2,4,3,2,2,2,2,design_build,13,7,foundation,4.09
P1142,133.4,14,custom_lengths,1,0,4,4,2,1,0,1,lump_sum,10,8,frame,6.96
P1121,144.7,18,mixed_lengths,0,0,6,3,1,1,1,3,remeasurement,16,4,frame,13.7
P3371,130.6,10,standard_12m,2,1,3,3,2,1,1,2,design_build,19,5,frame,8.26
P3865,178.1,25,standard_12m,1,0,3,4,2,1,0,5,remeasurement,16,6,foundation,15.0
P2189,137.4,31,standard_12m,0,1,4,2,1,2,1,3,lump_sum,28,2,frame,13.74
P3961,115.9,30,standard_12m,1,2,5,1,2,2,1,2,remeasurement,9,7,slab_finishing,13.08
P3600,153.5,39,standard_12m,1,0,2,4,2,3,1,0,design_build,18,6,frame,7.01
P2657,138.5,34,mixed_lengths,1,1,0,3,2,3,2,0,lump_sum,23,8,frame,2.29
P1115,179.5,27,mixed_lengths,0,1,3,2,1,1,0,2,lump_sum,26,4,foundation,14.34
P2405,87.2,9,standard_12m,1,3,0,3,2,3,0,2,lump_sum,24,6,slab_finishing,6.64
P2511,115.4,7,custom_lengths,1,1,3,4,2,3,0,5,lump_sum,24,7,frame,8.73
P3492,146.1,37,standard_12m,0,0,4,1,2,3,2,4,lump_sum,25,2,frame,13.59
P3797,128.7,32,standard_12m,2,1,1,4,2,2,1,1,remeasurement,14,4,slab_finishing,6.41
P3948,152.9,35,standard_12m,0,1,3,5,3,2,1,2,design_build,15,8,frame,7.91
P2596,177.0,27,standard_12m,1,0,3,1,1,2,0,2,lump_sum,17,6,foundation,15.0
P3889,146.0,7,custom_lengths,0,3,4,4,2,2,0,5,lump_sum,22,2,frame,10.13
P1672,99.2,9,standard_12m,0,2,2,5,2,1,2,1,lump_sum,24,3,slab_finishing,6.34
P2431,84.7,25,mixed_lengths,2,2,3,5,2,1,2,4,design_build,24,5,slab_finishing,3.69
P3172,158.7,7,standard_12m,2,2,2,3,2,3,2,3,lump_sum,17,6,foundation,4.84
P1591,167.7,37,standard_12m,2,3,6,3,2,3,2,4,remeasurement,8,7,frame,8.91
P2402,180.0,33,standard_12m,1,0,3,4,2,3,1,2,design_build,18,8,foundation,9.72
P1888,102.4,10,custom_lengths,2,2,5,3,2,3,2,2,design_build,21,4,slab_finishing,1.76
P2754,124.7,15,mixed_lengths,1,2,2,3,1,1,0,3,lump_sum,21,3,frame,9.83
P2366,126.4,9,standard_12m,0,0,4,4,2,2,0,1,lump_sum,22,4,frame,13.56
P3396,142.9,38,standard_12m,1,1,1,4,2,2,0,1,design_build,15,6,frame,7.86
P1213,106.3,17,standard_12m,1,2,4,4,2,1,1,5,lump_sum,27,2,slab_finishing,11.54
P3007,147.9,36,standard_12m,0,0,6,4,2,2,1,5,remeasurement,17,3,frame,15.0
P3148,158.0,25,mixed_lengths,0,0,1,4,2,1,2,5,remeasurement,19,7,foundation,11.89
P1800,122.0,22,standard_12m,1,1,6,4,2,3,0,5,remeasurement,15,3,slab_finishing,14.65
P3480,133.9,11,custom_lengths,2,1,2,4,2,1,2,1,design_build,25,3,frame,0.5
P3439,120.6,23,mixed_lengths,1,0,3,5,3,4,2,5,design_build,19,5,slab_finishing,5.17
P3283,89.3,18,standard_12m,2,0,3,3,2,2,2,4,lump_sum,25,3,slab_finishing,8.38
P3662,180.0,39,standard_12m,0,1,4,5,2,2,0,3,remeasurement,22,4,foundation,15.0
P3711,160.3,13,standard_12m,0,0,1,1,2,3,0,5,design_build,26,3,foundation,14.25
P1273,100.1,39,standard_12m,0,0,3,4,2,1,1,1,design_build,22,2,slab_finishing,12.84
P1071,145.8,23,standard_12m,0,0,4,2,2,1,1,2,lump_sum,20,4,frame,13.74
P2789,104.6,31,standard_12m,1,2,1,5,3,2,1,2,lump_sum,30,1,slab_finishing,6.69
P2087,156.1,7,custom_lengths,2,2,4,2,1,2,0,3,remeasurement,24,2,foundation,9.66
P1394,133.4,22,standard_12m,1,0,6,2,1,2,1,2,remeasurement,20,3,frame,14.58
P1583,105.1,14,standard_12m,2,0,3,3,3,3,2,1,lump_sum,23,7,slab_finishing,4.19
P3080,160.3,27,mixed_lengths,0,0,4,3,1,2,1,4,design_build,15,6,foundation,13.92
P2980,99.3,26,standard_12m,1,0,2,3,2,3,1,0,lump_sum,29,2,slab_finishing,8.18
P1500,176.4,30,standard_12m,1,1,1,3,3,3,2,2,lump_sum,29,4,foundation,4.47
P3014,169.1,12,standard_12m,1,3,1,4,2,1,2,3,lump_sum,20,4,foundation,6.46
P3223,124.9,23,mixed_lengths,1,2,5,4,2,3,0,5,remeasurement,15,5,frame,11.84
P3979,137.6,31,standard_12m,0,1,2,2,2,2,0,0,design_build,18,4,frame,11.44
P3740,156.7,30,standard_12m,1,3,6,1,1,1,0,5,lump_sum,30,5,frame,15.0
P3318,73.5,15,standard_12m,1,1,4,2,1,2,2,3,design_build,25,3,slab_finishing,9.03
P2259,180.0,36,standard_12m,1,3,5,3,2,3,0,3,remeasurement,20,2,foundation,14.21
P2742,95.4,16,mixed_lengths,1,0,4,4,2,3,2,4,design_build,27,5,slab_finishing,6.52
P1205,136.5,30,standard_12m,1,0,2,4,2,1,1,2,remeasurement,12,5,slab_finishing,12.94
P1733,154.8,27,mixed_lengths,2,3,4,3,2,2,1,2,design_build,17,8,frame,5.76
P3502,122.3,6,standard_12m,0,0,6,1,1,2,1,5,remeasurement,20,4,frame,15.0
P1526,106.3,10,standard_12m,0,0,2,3,2,2,1,2,lump_sum,30,2,slab_finishing,11.52
P2375,133.7,7,standard_12m,0,0,5,4,2,2,1,3,design_build,30,2,frame,13.03
P1898,158.1,30,standard_12m,1,2,1,3,1,2,0,3,lump_sum,20,5,frame,12.27
P1377,94.6,13,standard_12m,1,2,2,4,2,3,1,2,lump_sum,25,5,slab_finishing,6.05
P2726,120.4,7,custom_lengths,0,0,1,4,2,3,2,1,lump_sum,26,5,frame,2.55
P3682,90.2,27,standard_12m,1,0,2,4,3,4,0,3,design_build,16,4,slab_finishing,9.44
P3722,89.9,20,standard_12m,1,1,3,3,3,3,0,2,design_build,18,5,slab_finishing,8.69
P1386,180.0,39,standard_12m,1,1,2,3,2,1,1,4,remeasurement,27,3,foundation,12.11
P1198,143.7,21,standard_12m,0,1,2,1,2,1,1,2,lump_sum,26,3,frame,11.43
P2050,79.2,30,standard_12m,0,1,3,4,3,4,1,1,lump_sum,26,2,slab_finishing,7.67
P1590,153.6,6,custom_lengths,0,0,0,2,2,1,0,3,design_build,21,2,foundation,10.74
P1519,136.5,13,standard_12m,0,0,1,3,2,2,0,5,design_build,29,2,frame,14.34
P3950,173.5,28,mixed_lengths,1,1,4,5,2,3,1,5,design_build,12,7,foundation,9.12
P1429,78.0,12,custom_lengths,0,2,4,3,1,1,0,3,remeasurement,20,2,slab_finishing,11.9
P2083,133.7,27,standard_12m,1,0,4,3,2,3,1,5,lump_sum,28,2,frame,13.4
P1207,115.1,23,mixed_lengths,2,0,6,3,2,2,2,4,remeasurement,13,5,slab_finishing,11.47
P1491,180.0,25,standard_12m,1,2,1,5,3,4,1,2,lump_sum,6,8,foundation,6.0
P2609,180.0,35,standard_12m,1,2,0,3,2,1,1,1,lump_sum,27,4,foundation,7.49
P3912,91.2,18,mixed_lengths,2,1,5,5,2,3,2,5,remeasurement,11,7,slab_finishing,5.65
P1792,133.1,16,mixed_lengths,0,1,5,2,1,1,0,5,design_build,26,4,frame,14.57
P3019,126.4,31,standard_12m,0,0,4,4,2,2,0,3,remeasurement,19,3,slab_finishing,15.0
P2186,180.0,28,standard_12m,0,2,0,5,3,2,1,1,lump_sum,20,4,foundation,7.0
P2185,97.7,32,standard_12m,1,0,0,4,2,1,2,2,design_build,19,5,slab_finishing,7.83
P3181,101.0,14,standard_12m,2,0,0,3,1,1,0,1,design_build,10,7,slab_finishing,7.65
P2340,98.0,7,standard_12m,0,0,6,2,1,1,0,5,remeasurement,21,3,slab_finishing,15.0
P3232,115.9,6,custom_lengths,1,1,2,3,2,1,0,0,lump_sum,30,1,slab_finishing,6.6
P1083,144.5,19,standard_12m,0,0,2,4,2,1,1,0,lump_sum,30,4,frame,8.96
P3369,104.2,26,mixed_lengths,0,2,1,2,2,2,1,0,lump_sum,17,3,slab_finishing,9.1
P3226,168.6,12,standard_12m,1,0,0,2,2,2,0,2,design_build,28,5,foundation,8.98
P1020,149.7,21,mixed_lengths,0,1,6,2,2,1,1,2,design_build,17,6,frame,10.79
P2378,169.9,22,mixed_lengths,1,0,2,4,2,3,2,3,design_build,27,3,foundation,6.49
P2558,149.5,13,standard_12m,2,2,2,2,2,1,1,4,lump_sum,30,5,frame,8.49
P2938,158.8,11,standard_12m,0,0,2,5,2,2,2,2,lump_sum,27,5,foundation,7.74
P3837,180.0,29,standard_12m,1,3,3,4,2,2,1,2,remeasurement,13,3,foundation,8.8
P2937,103.5,25,standard_12m,2,0,1,3,2,3,2,2,remeasurement,17,4,slab_finishing,7.16
P1973,92.3,20,standard_12m,0,2,3,4,3,4,2,2,design_build,7,7,slab_finishing,5.49
P3789,134.9,13,custom_lengths,1,3,1,5,3,3,1,5,lump_sum,22,2,frame,2.68
P1883,180.0,27,mixed_lengths,0,2,6,4,2,1,2,3,design_build,23,6,foundation,9.21
P2098,169.4,37,standard_12m,0,1,3,2,1,1,2,3,lump_sum,29,3,foundation,13.36
P1156,92.9,25,mixed_lengths,1,0,4,4,2,1,0,3,remeasurement,21,6,slab_finishing,12.97
P3276,168.2,16,mixed_lengths,1,1,3,3,2,3,2,0,design_build,14,8,foundation,3.66
P1886,159.6,26,standard_12m,1,1,2,4,2,3,2,1,lump_sum,24,1,foundation,6.07
P3998,143.9,23,mixed_lengths,1,0,5,4,2,2,0,0,design_build,20,6,frame,8.78
P2591,114.2,9,custom_lengths,0,2,2,1,2,3,1,2,lump_sum,10,6,frame,6.34
P3478,180.0,33,mixed_lengths,1,1,1,5,2,1,1,2,remeasurement,7,8,foundation,7.79
P3717,140.6,30,mixed_lengths,2,2,4,5,2,3,2,5,design_build,11,8,frame,3.22
P3534,153.1,24,mixed_lengths,2,0,6,3,1,1,2,5,remeasurement,18,5,frame,12.99
P3117,127.9,14,standard_12m,0,0,1,3,1,1,0,2,lump_sum,21,7,frame,13.62
P2472,99.9,17,standard_12m,1,2,2,3,1,1,0,3,lump_sum,21,5,slab_finishing,12.3
P3648,96.3,7,standard_12m,2,1,6,3,2,1,2,3,remeasurement,23,3,slab_finishing,10.77
P1458,109.9,6,standard_12m,1,2,2,3,1,1,2,0,lump_sum,29,2,frame,7.19
P3498,161.3,10,custom_lengths,0,2,4,3,1,1,1,3,remeasurement,5,8,foundation,12.66
P1078,161.3,11,standard_12m,2,0,5,3,1,1,1,5,design_build,19,5,foundation,14.1
P3914,139.1,30,standard_12m,1,0,1,4,2,1,1,1,lump_sum,22,4,frame,8.33
P2056,171.6,15,mixed_lengths,2,0,0,3,2,1,2,0,lump_sum,14,5,foundation,4.61
P1906,176.9,24,mixed_lengths,1,2,3,4,2,2,2,4,design_build,15,4,foundation,7.22
P2563,180.0,9,standard_12m,1,0,5,3,1,1,0,2,remeasurement,18,6,foundation,15.0
P3426,113.6,14,custom_lengths,1,1,3,1,2,3,0,2,lump_sum,30,1,slab_finishing,6.91
P3696,141.2,28,mixed_lengths,1,1,6,2,2,1,0,4,lump_sum,19,3,frame,13.71
P1380,176.8,33,standard_12m,1,3,2,4,2,3,0,1,design_build,19,8,foundation,7.07
P1947,98.2,11,custom_lengths,1,2,3,4,2,3,1,0,design_build,24,5,slab_finishing,1.25
P2712,159.1,28,mixed_lengths,1,1,3,4,3,4,1,5,design_build,30,2,frame,5.3
P3756,124.6,32,standard_12m,0,0,6,3,2,2,2,4,design_build,27,4,slab_finishing,12.89
P1715,120.8,32,mixed_lengths,1,1,5,3,1,2,0,2,design_build,26,3,slab_finishing,11.15
P2913,123.6,30,standard_12m,1,1,2,2,2,3,1,2,lump_sum,26,3,slab_finishing,9.86
P1686,180.0,36,standard_12m,0,0,2,3,1,2,0,4,remeasurement,27,2,foundation,15.0
P3670,99.9,23,standard_12m,2,0,4,1,2,1,2,0,lump_sum,22,2,slab_finishing,9.46
P2293,146.2,26,standard_12m,0,0,3,3,2,3,1,3,lump_sum,18,5,frame,12.31
P1305,179.9,31,mixed_lengths,2,1,5,4,2,2,2,4,lump_sum,15,8,foundation,8.03
P1209,171.2,35,standard_12m,0,1,4,2,2,1,0,0,design_build,17,6,foundation,13.6
P3011,141.7,17,standard_12m,0,1,3,4,2,1,0,3,design_build,21,3,frame,11.69
P3221,158.2,23,standard_12m,2,1,3,3,2,2,2,2,remeasurement,27,3,frame,5.74
P3975,147.8,8,standard_12m,2,2,6,3,2,2,2,5,remeasurement,27,3,frame,10.26
P2537,178.9,34,standard_12m,1,1,3,1,2,3,1,4,design_build,22,6,foundation,12.2
P1885,98.1,5,custom_lengths,1,2,3,4,2,3,1,1,design_build,24,4,slab_finishing,2.81
P2859,138.9,19,standard_12m,0,1,2,4,2,2,0,0,lump_sum,18,3,frame,9.0
P1917,180.0,36,standard_12m,0,0,2,1,2,1,0,1,lump_sum,19,1,foundation,15.0
P2886,166.5,12,custom_lengths,0,0,2,4,2,3,0,2,lump_sum,14,5,foundation,7.88
P2660,87.1,15,mixed_lengths,0,2,3,4,2,1,1,2,design_build,28,6,slab_finishing,6.64
P1191,90.7,31,standard_12m,1,1,0,4,2,2,0,3,lump_sum,30,2,slab_finishing,8.79
P2747,113.2,36,standard_12m,1,1,2,3,1,1,1,0,lump_sum,30,2,slab_finishing,9.63
P3131,97.3,9,standard_12m,1,2,6,4,3,3,1,5,remeasurement,11,5,slab_finishing,11.31
P2265,171.4,28,standard_12m,0,1,5,2,1,1,0,5,remeasurement,17,5,foundation,15.0
P1483,108.5,12,standard_12m,1,2,2,4,3,3,1,3,design_build,30,5,slab_finishing,5.54
P1915,172.6,21,standard_12m,1,0,6,2,2,1,0,5,lump_sum,19,7,foundation,15.0
P3599,131.3,15,mixed_lengths,1,2,5,5,2,3,1,2,design_build,4,8,frame,5.15
P1277,146.7,10,custom_lengths,2,1,3,2,2,2,2,5,design_build,8,8,frame,4.38
P1988,167.1,13,standard_12m,0,1,3,3,2,1,1,5,remeasurement,21,2,foundation,15.0
P2987,175.4,32,standard_12m,1,3,2,5,2,3,0,1,lump_sum,24,3,foundation,6.93
P2894,91.7,21,mixed_lengths,1,3,0,4,2,3,0,0,lump_sum,28,2,slab_finishing,2.42
P2869,129.0,9,custom_lengths,2,2,3,4,2,2,1,4,lump_sum,14,7,frame,2.83
P1571,180.0,39,standard_12m,1,0,3,3,2,3,1,2,design_build,15,7,foundation,11.02
P1993,121.7,5,custom_lengths,0,0,6,2,1,1,2,5,design_build,25,4,slab_finishing,13.5
P3795,147.7,37,standard_12m,1,0,2,5,3,2,1,4,lump_sum,26,3,frame,9.56
P3946,108.7,16,standard_12m,0,1,0,5,2,3,2,1,lump_sum,24,6,slab_finishing,4.02
P1585,180.0,29,mixed_lengths,2,1,3,4,3,4,2,3,lump_sum,30,1,foundation,3.76
P3328,177.2,21,standard_12m,0,0,6,1,2,1,0,5,design_build,13,4,foundation,15.0
P3993,164.0,23,standard_12m,0,0,6,3,1,2,0,5,lump_sum,20,4,foundation,15.0
P2349,175.0,29,standard_12m,1,0,3,3,2,3,2,2,lump_sum,30,1,foundation,9.84
P3900,172.2,34,mixed_lengths,0,1,4,3,2,3,0,2,lump_sum,30,2,foundation,13.23
P1674,167.6,17,standard_12m,0,1,6,2,1,2,1,5,lump_sum,28,5,foundation,15.0
P3590,130.4,20,standard_12m,0,1,3,2,1,1,0,1,design_build,22,2,frame,13.13
P1855,114.8,29,mixed_lengths,0,0,2,3,2,1,2,2,design_build,20,7,slab_finishing,8.06
P1447,88.8,14,standard_12m,1,3,3,3,3,2,1,2,lump_sum,18,5,slab_finishing,5.05
P2419,174.6,28,standard_12m,1,2,4,4,2,2,2,2,design_build,18,7,foundation,7.64
P3229,137.1,23,mixed_lengths,1,0,1,5,2,1,0,2,lump_sum,28,2,frame,8.3
P2616,81.9,15,standard_12m,1,0,4,3,2,3,1,4,remeasurement,19,4,slab_finishing,13.68
P3258,133.7,38,standard_12m,1,1,4,3,3,2,1,0,lump_sum,11,8,frame,6.63
P3821,161.2,33,standard_12m,1,1,2,5,2,3,1,1,lump_sum,28,3,frame,6.93
P3753,131.2,26,mixed_lengths,0,0,2,3,2,2,1,1,lump_sum,30,3,slab_finishing,8.74
P2716,152.5,9,standard_12m,0,0,3,2,2,3,2,1,design_build,19,5,foundation,9.58
P3671,153.3,23,standard_12m,0,0,0,4,3,4,0,3,lump_sum,26,7,frame,7.9
P2247,73.5,21,mixed_lengths,0,1,6,3,2,3,1,2,design_build,12,5,slab_finishing,9.58
P1294,153.2,35,standard_12m,0,0,4,2,2,3,1,2,remeasurement,13,7,frame,14.05
P1588,147.1,24,standard_12m,2,2,3,5,2,2,2,5,remeasurement,27,4,frame,8.35
P2281,142.1,16,mixed_lengths,1,1,5,3,2,2,1,2,design_build,25,2,frame,7.76
P2422,180.0,34,standard_12m,0,0,6,1,2,2,0,5,remeasurement,17,3,foundation,15.0
P3349,157.0,5,standard_12m,2,2,4,5,2,2,2,0,design_build,24,4,foundation,1.79
P2426,156.8,34,standard_12m,0,0,3,2,2,2,1,4,design_build,20,2,frame,13.5
P3252,180.0,33,standard_12m,2,1,3,2,2,3,2,1,lump_sum,30,1,foundation,6.7
P1425,94.2,29,standard_12m,1,0,3,4,2,3,1,1,lump_sum,13,7,slab_finishing,8.91
P1534,99.8,36,standard_12m,0,1,2,4,2,1,0,2,lump_sum,15,2,slab_finishing,12.73
P2054,104.0,22,standard_12m,0,2,6,3,3,3,1,5,remeasurement,22,4,slab_finishing,13.06
P2864,141.6,16,standard_12m,1,1,3,4,2,3,2,2,lump_sum,22,8,frame,6.33
P3504,113.0,21,mixed_lengths,2,3,4,4,3,3,2,4,remeasurement,20,2,frame,5.6
P2425,133.8,29,standard_12m,1,0,6,3,2,2,1,3,lump_sum,28,2,frame,12.55
P1132,140.0,13,standard_12m,0,1,4,3,2,3,0,1,remeasurement,17,6,frame,12.49
P2837,103.4,5,standard_12m,1,1,1,5,2,1,0,2,lump_sum,24,5,slab_finishing,10.19
P2825,132.4,8,custom_lengths,1,2,3,4,2,2,1,1,design_build,29,2,frame,1.63
P1421,124.3,35,standard_12m,1,1,2,4,2,1,2,1,lump_sum,30,2,slab_finishing,8.63
P3658,176.7,27,standard_12m,1,1,5,5,2,3,0,2,remeasurement,19,3,foundation,12.15
P3028,97.7,13,standard_12m,1,1,4,3,3,3,1,3,design_build,23,6,slab_finishing,8.14
P3989,164.9,29,mixed_lengths,2,1,4,3,3,4,2,3,design_build,18,3,foundation,3.72
P2368,161.2,9,custom_lengths,1,0,3,2,2,3,1,2,design_build,24,3,foundation,7.19
P1556,171.3,17,mixed_lengths,1,0,5,2,1,2,1,2,lump_sum,30,3,foundation,12.58
P3043,123.2,12,custom_lengths,0,0,4,5,2,3,1,4,remeasurement,14,4,slab_finishing,10.8
P2486,116.5,14,standard_12m,1,0,2,2,2,3,2,2,remeasurement,14,7,slab_finishing,8.39
P3679,174.0,12,standard_12m,0,2,1,2,1,2,1,0,lump_sum,29,5,foundation,10.47
P1570,164.4,16,mixed_lengths,0,0,3,4,2,2,1,4,design_build,30,3,foundation,9.36
P1352,139.8,18,standard_12m,0,1,1,4,3,4,1,3,design_build,29,3,frame,6.35
P1091,102.3,33,mixed_lengths,0,1,1,3,1,2,0,3,design_build,30,1,slab_finishing,11.39
P3562,90.7,13,custom_lengths,0,0,2,2,1,1,0,0,lump_sum,30,2,slab_finishing,9.82
P3533,154.0,20,standard_12m,1,0,3,2,2,1,1,4,lump_sum,6,6,frame,12.45
P2170,180.0,30,mixed_lengths,1,2,2,3,2,1,0,3,lump_sum,14,7,foundation,8.86
P3248,180.0,30,standard_12m,1,0,4,4,2,3,1,4,remeasurement,20,3,foundation,14.6
P2285,78.2,21,standard_12m,1,1,0,4,3,2,0,0,lump_sum,30,3,slab_finishing,5.52
P2702,155.6,11,standard_12m,1,3,4,1,2,3,1,2,lump_sum,30,2,foundation,9.93
P2468,179.9,27,standard_12m,0,1,6,1,2,3,1,1,design_build,24,1,foundation,13.06
P2907,103.1,26,mixed_lengths,1,2,6,4,3,4,2,3,remeasurement,18,2,slab_finishing,7.71
P2477,157.8,10,standard_12m,1,1,3,4,2,3,2,4,remeasurement,19,2,foundation,11.35
P1697,139.1,21,standard_12m,0,0,2,4,2,3,2,1,lump_sum,30,2,frame,7.57
P3506,164.8,17,standard_12m,2,1,5,5,2,2,2,2,lump_sum,23,4,foundation,5.95
P1348,136.8,12,standard_12m,0,0,6,2,1,2,0,2,lump_sum,12,7,frame,15.0
P2644,122.0,10,custom_lengths,1,2,3,2,2,3,1,2,design_build,24,4,frame,4.4
P3346,167.1,11,standard_12m,1,1,1,4,3,4,1,2,lump_sum,23,7,foundation,4.89
P3431,98.0,23,standard_12m,1,2,6,4,3,2,1,2,remeasurement,15,7,slab_finishing,9.04
P3168,135.4,23,mixed_lengths,1,0,1,2,2,1,0,1,lump_sum,3,5,frame,10.41
P2137,166.8,7,standard_12m,1,1,6,3,2,1,2,5,remeasurement,18,7,foundation,14.81
P2797,165.1,13,standard_12m,1,1,5,3,2,3,0,4,remeasurement,23,4,foundation,15.0
P2544,172.6,23,mixed_lengths,2,2,5,3,2,2,2,4,lump_sum,14,7,foundation,7.67
P3836,133.6,19,mixed_lengths,1,0,4,4,3,2,2,3,lump_sum,26,3,frame,5.91
P3820,164.0,24,mixed_lengths,0,0,0,1,2,3,1,2,design_build,17,3,frame,8.62
P2339,180.0,39,standard_12m,2,0,6,2,2,1,2,3,design_build,16,7,foundation,11.84
P3490,174.2,15,standard_12m,0,1,1,3,3,2,0,3,design_build,21,1,foundation,11.62
P1453,92.9,14,standard_12m,1,0,2,2,2,2,0,3,design_build,15,6,slab_finishing,12.98
P1913,172.0,23,standard_12m,1,2,6,2,2,2,0,5,remeasurement,25,3,foundation,15.0
P2199,114.7,26,standard_12m,1,1,5,2,2,2,1,5,lump_sum,21,6,slab_finishing,13.24
P2274,146.0,29,standard_12m,1,2,2,3,2,1,1,2,lump_sum,26,5,frame,8.78
P2866,117.6,16,standard_12m,1,1,5,2,2,1,1,3,lump_sum,30,4,frame,11.37
P1037,167.7,19,standard_12m,0,0,5,3,1,1,1,3,remeasurement,18,4,foundation,15.0
P1974,180.0,38,standard_12m,1,1,1,3,2,2,0,3,lump_sum,20,3,foundation,13.39
P3770,180.0,20,standard_12m,0,1,4,2,2,2,1,4,design_build,18,6,foundation,12.93
P1983,89.9,18,mixed_lengths,2,0,6,2,2,1,2,3,design_build,21,7,slab_finishing,8.46
P2805,113.1,23,standard_12m,2,0,1,3,3,3,2,3,design_build,18,6,slab_finishing,6.39
P2961,100.0,6,standard_12m,1,0,6,3,2,3,2,2,remeasurement,16,6,slab_finishing,12.09
P2418,132.5,7,custom_lengths,0,0,1,3,3,2,0,3,lump_sum,6,7,frame,8.7
P2284,102.5,33,standard_12m,0,1,0,4,2,3,2,2,lump_sum,21,5,slab_finishing,8.83
P1039,180.0,34,standard_12m,1,2,2,4,2,1,1,0,lump_sum,26,1,foundation,7.86
P3540,119.8,34,standard_12m,1,2,2,1,2,3,2,5,design_build,30,1,slab_finishing,11.21
P1169,173.0,24,standard_12m,1,1,6,3,1,1,0,0,lump_sum,20,4,foundation,13.97
