project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P1641,162.2,21,mixed_lengths,0,0,3,3,2,3,0,5,remeasurement,20,6,frame,14.47
P1642,143.4,26,mixed_lengths,0,1,4,2,2,1,0,1,lump_sum,29,2,frame,12.57
P1643,110.1,28,mixed_lengths,2,1,0,2,2,1,2,0,lump_sum,22,4,slab_finishing,3.54
P1644,141.7,26,standard_12m,0,1,2,4,3,4,2,4,lump_sum,11,4,frame,8.42
P1645,99.0,6,standard_12m,1,0,4,1,2,1,2,3,remeasurement,13,6,slab_finishing,12.91
P1646,172.6,19,standard_12m,0,1,2,2,2,3,2,1,design_build,30,1,foundation,7.1
P1647,96.0,26,standard_12m,1,1,2,4,2,2,2,0,lump_sum,24,7,slab_finishing,4.92
P1648,131.6,19,mixed_lengths,1,0,3,3,2,2,1,2,lump_sum,24,5,frame,8.96
P1649,103.1,11,standard_12m,1,0,1,2,2,2,1,5,lump_sum,30,2,slab_finishing,12.35
P1650,111.3,38,standard_12m,1,1,3,4,2,1,2,3,lump_sum,30,5,slab_finishing,10.05
P1651,177.5,19,standard_12m,1,1,1,2,2,2,1,1,design_build,22,3,foundation,8.9
P1652,148.7,20,standard_12m,2,3,5,1,2,2,2,2,design_build,21,8,frame,6.48
P1653,166.0,5,standard_12m,0,0,1,3,1,1,1,0,lump_sum,8,7,foundation,11.07
P1654,178.9,26,mixed_lengths,0,2,5,4,2,1,2,2,design_build,21,1,foundation,9.23
P1655,170.5,13,custom_lengths,2,2,3,3,2,3,2,4,remeasurement,19,6,foundation,2.33
P1656,145.3,23,standard_12m,2,0,4,2,1,1,2,2,remeasurement,12,5,frame,9.27
P1657,86.4,5,standard_12m,1,2,3,3,3,2,0,2,design_build,25,3,slab_finishing,8.67
P1658,111.3,37,standard_12m,1,0,4,3,3,2,2,3,lump_sum,8,6,slab_finishing,8.66
P1659,178.0,26,standard_12m,1,1,2,3,1,1,0,4,remeasurement,25,5,foundation,15.0
P1660,114.2,33,standard_12m,1,2,2,4,2,3,2,3,lump_sum,30,4,slab_finishing,5.76
P1661,150.6,6,custom_lengths,2,1,0,2,1,1,1,1,lump_sum,18,7,foundation,4.67
P1662,119.2,20,standard_12m,0,1,6,4,2,3,1,3,design_build,21,1,slab_finishing,11.29
P1663,154.4,9,standard_12m,2,0,3,3,1,2,1,1,design_build,19,4,frame,9.28
P1664,151.2,23,standard_12m,0,0,5,1,1,2,1,5,remeasurement,19,8,frame,15.0
P1665,105.1,10,custom_lengths,1,2,3,3,1,2,2,3,remeasurement,30,2,slab_finishing,6.19
P1666,154.9,5,standard_12m,0,1,5,3,2,1,1,4,design_build,30,1,foundation,13.49
P1667,113.3,31,mixed_lengths,1,3,6,2,2,2,1,3,design_build,10,7,slab_finishing,8.18
P1668,124.0,5,standard_12m,0,0,6,3,2,1,1,5,design_build,13,7,frame,14.76
P1669,150.5,28,standard_12m,1,1,1,3,1,2,1,0,design_build,15,4,frame,8.66
P1670,146.5,31,mixed_lengths,1,1,2,4,2,2,1,3,design_build,16,3,frame,7.38
P1671,160.2,19,standard_12m,0,0,3,2,1,2,0,5,design_build,24,3,foundation,15.0
P1672,99.2,9,standard_12m,0,2,2,5,2,1,2,1,lump_sum,24,3,slab_finishing,6.34
P1673,107.7,28,standard_12m,1,0,3,5,2,1,1,3,remeasurement,25,2,slab_finishing,12.14
P1674,167.6,17,standard_12m,0,1,6,2,1,2,1,5,lump_sum,28,5,foundation,15.0
P1675,76.2,10,standard_12m,1,1,6,3,2,3,0,4,remeasurement,27,4,slab_finishing,14.94
P1676,96.9,17,standard_12m,1,2,3,3,2,1,1,2,lump_sum,30,1,slab_finishing,8.59
P1677,127.3,21,mixed_lengths,0,0,0,4,3,4,0,3,lump_sum,23,1,slab_finishing,8.25
P1678,136.4,20,standard_12m,1,0,3,2,1,1,1,1,lump_sum,18,6,frame,11.7
P1679,102.5,32,mixed_lengths,2,2,1,2,1,1,1,2,lump_sum,16,7,slab_finishing,6.27
P1680,168.4,11,standard_12m,2,3,1,3,1,2,1,4,lump_sum,9,6,foundation,8.52
P1681,98.6,24,standard_12m,1,1,5,3,1,2,0,0,lump_sum,19,7,slab_finishing,11.66
P1682,163.2,21,standard_12m,1,0,3,2,2,1,1,0,design_build,16,8,foundation,9.99
P1683,116.6,14,custom_lengths,1,0,2,1,2,1,1,1,lump_sum,18,6,slab_finishing,7.16
P1684,130.3,18,mixed_lengths,2,0,2,2,2,1,2,2,lump_sum,4,8,frame,4.78
P1685,86.7,26,standard_12m,0,0,3,3,1,1,2,3,lump_sum,30,6,slab_finishing,11.85
P1686,180.0,36,standard_12m,0,0,2,3,1,2,0,4,remeasurement,27,2,foundation,15.0
P1687,83.7,11,custom_lengths,1,1,6,3,1,1,1,2,design_build,23,1,slab_finishing,9.34
P1688,142.2,7,standard_12m,1,0,4,3,2,3,1,4,design_build,22,3,frame,11.96
P1689,109.9,8,standard_12m,1,2,3,5,3,2,1,1,design_build,5,8,frame,6.18
P1690,131.6,29,standard_12m,0,0,0,5,2,2,1,0,lump_sum,26,2,frame,7.45
P1691,138.3,26,standard_12m,1,0,6,4,2,2,0,2,lump_sum,30,2,frame,12.46
P1692,131.7,21,mixed_lengths,0,0,3,4,2,1,2,3,remeasurement,20,7,frame,8.6
P1693,155.0,25,standard_12m,0,2,2,3,1,2,0,1,design_build,13,7,frame,11.29
P1694,104.4,19,mixed_lengths,1,2,5,3,2,1,1,2,design_build,14,4,slab_finishing,7.04
P1695,170.7,5,standard_12m,0,0,3,1,2,1,1,3,remeasurement,20,4,foundation,15.0
P1696,175.5,21,mixed_lengths,0,0,4,3,1,2,2,4,remeasurement,15,7,foundation,12.65
P1697,139.1,21,standard_12m,0,0,2,4,2,3,2,1,lump_sum,30,2,frame,7.57
P1698,169.6,13,custom_lengths,0,0,6,1,1,2,0,4,remeasurement,23,6,foundation,15.0
P1699,117.0,31,standard_12m,1,1,4,3,3,4,1,5,design_build,27,3,slab_finishing,9.88
P1700,156.5,23,mixed_lengths,0,0,5,4,2,1,0,1,design_build,16,3,frame,10.53
P1701,170.2,15,standard_12m,0,1,1,3,1,1,0,2,design_build,17,8,foundation,12.91
P1702,156.7,26,standard_12m,0,0,6,3,2,3,1,4,design_build,25,4,frame,14.3
P1703,179.8,33,mixed_lengths,2,1,2,4,2,2,1,1,design_build,10,8,foundation,6.21
P1704,172.4,25,standard_12m,2,0,0,4,2,1,2,1,lump_sum,22,4,foundation,4.91
P1705,174.3,23,mixed_lengths,1,2,3,3,1,1,1,0,lump_sum,26,6,foundation,7.21
P1706,174.3,24,standard_12m,0,0,4,5,2,3,1,0,design_build,17,7,foundation,7.58
P1707,164.6,10,custom_lengths,1,0,5,3,3,3,2,1,design_build,30,6,foundation,3.2
P1708,158.0,8,standard_12m,2,0,2,3,2,1,2,2,lump_sum,28,6,foundation,5.5
P1709,93.0,21,standard_12m,1,2,2,2,1,1,2,3,design_build,23,7,slab_finishing,7.67
P1710,133.2,15,mixed_lengths,0,1,2,2,2,1,0,3,design_build,18,3,slab_finishing,12.03
P1711,132.5,37,standard_12m,2,1,4,3,3,3,2,2,design_build,8,6,slab_finishing,6.0
P1712,166.4,9,standard_12m,0,2,1,1,2,3,0,4,design_build,25,3,foundation,13.34
P1713,150.0,10,standard_12m,0,0,1,4,2,1,1,2,lump_sum,25,3,frame,9.81
P1714,151.3,14,standard_12m,1,1,1,3,2,1,2,1,design_build,19,5,foundation,6.41
P1715,120.8,32,mixed_lengths,1,1,5,3,1,2,0,2,design_build,26,3,slab_finishing,11.15
P1716,169.4,27,standard_12m,1,1,2,4,2,3,2,1,design_build,27,2,foundation,5.98
P1717,180.0,38,standard_12m,1,0,1,5,2,1,2,1,lump_sum,11,5,foundation,7.34
P1718,153.0,5,custom_lengths,2,0,6,1,1,1,2,5,remeasurement,18,6,foundation,11.49
P1719,180.0,18,mixed_lengths,1,2,3,3,3,4,0,1,lump_sum,30,2,foundation,4.22
P1720,121.7,34,standard_12m,1,0,2,4,3,2,1,3,design_build,21,3,slab_finishing,8.56
P1721,100.8,14,custom_lengths,0,0,5,3,2,2,0,0,lump_sum,27,6,slab_finishing,7.97
P1722,138.0,34,mixed_lengths,0,2,5,3,2,1,2,0,lump_sum,27,2,frame,8.33
P1723,137.1,27,standard_12m,2,2,5,3,2,2,1,2,lump_sum,24,7,frame,7.82
P1724,91.5,15,standard_12m,0,0,2,3,2,3,0,2,lump_sum,29,6,slab_finishing,11.93
P1725,172.7,18,mixed_lengths,0,2,5,4,3,4,2,3,remeasurement,13,3,foundation,7.13
P1726,180.0,21,standard_12m,0,1,3,1,2,3,1,2,design_build,23,1,foundation,11.16
P1727,82.6,10,standard_12m,1,0,2,3,3,4,1,0,lump_sum,30,2,slab_finishing,6.98
P1728,155.4,6,standard_12m,1,2,3,4,2,2,2,1,design_build,14,8,foundation,5.15
P1729,112.7,22,mixed_lengths,0,1,4,2,2,2,0,2,lump_sum,30,1,slab_finishing,12.73
P1730,146.1,25,standard_12m,1,0,3,2,2,3,1,3,lump_sum,24,3,frame,10.03
P1731,106.6,5,standard_12m,0,1,2,1,2,2,1,1,lump_sum,20,3,slab_finishing,13.45
P1732,180.0,28,standard_12m,0,1,1,3,1,1,1,1,design_build,15,8,foundation,10.7
P1733,154.8,27,mixed_lengths,2,3,4,3,2,2,1,2,design_build,17,8,frame,5.76
P1734,151.8,27,standard_12m,2,1,3,5,2,1,1,2,remeasurement,22,4,frame,8.42
P1735,174.6,6,standard_12m,0,0,3,1,1,1,1,2,lump_sum,10,7,foundation,15.0
P1736,170.9,17,mixed_lengths,2,1,0,4,2,1,2,0,lump_sum,21,7,foundation,1.18
P1737,153.5,13,standard_12m,1,2,4,4,2,1,0,2,lump_sum,23,3,frame,9.55
P1738,78.7,14,standard_12m,2,0,6,1,2,3,2,5,remeasurement,14,5,slab_finishing,13.66
P1739,158.3,8,standard_12m,2,1,2,2,2,2,2,2,lump_sum,9,6,foundation,6.85
P1740,133.3,10,custom_lengths,0,0,3,3,1,1,1,1,lump_sum,30,2,frame,10.36
P1741,178.0,20,standard_12m,0,1,6,4,2,2,1,5,remeasurement,24,4,foundation,14.24
P1742,92.3,23,standard_12m,1,0,2,1,2,2,2,2,lump_sum,30,1,slab_finishing,9.39
P1743,169.1,12,standard_12m,0,0,2,4,2,2,1,1,lump_sum,13,8,foundation,11.54
P1744,176.6,31,mixed_lengths,1,1,4,3,2,2,1,2,design_build,19,6,foundation,9.3
P1745,166.1,7,custom_lengths,0,1,3,3,2,2,0,2,lump_sum,30,2,foundation,9.98
P1746,174.8,12,standard_12m,0,2,4,3,1,1,1,3,remeasurement,18,3,foundation,13.33
P1747,180.0,35,standard_12m,1,1,2,3,2,3,1,0,remeasurement,30,2,foundation,8.95
P1748,161.7,18,mixed_lengths,0,0,6,2,1,1,1,4,remeasurement,23,4,foundation,15.0
P1749,180.0,38,standard_12m,1,1,6,2,2,3,1,5,remeasurement,25,2,foundation,15.0
P1750,174.1,16,standard_12m,2,1,2,4,2,1,2,3,lump_sum,12,4,foundation,6.21
P1751,155.3,8,standard_12m,0,2,6,2,2,3,1,1,lump_sum,28,3,foundation,10.17
P1752,140.8,35,standard_12m,1,1,3,4,2,2,2,4,design_build,11,7,frame,7.53
P1753,147.1,34,mixed_lengths,2,2,2,1,1,1,1,2,lump_sum,30,2,frame,8.58
P1754,147.1,35,standard_12m,0,1,0,2,1,1,0,1,lump_sum,19,5,frame,13.78
P1755,151.8,27,standard_12m,1,1,5,3,3,2,0,2,remeasurement,15,5,frame,12.41
P1756,168.9,32,standard_12m,1,1,3,3,1,1,1,1,lump_sum,27,1,foundation,11.34
P1757,162.9,27,standard_12m,1,0,0,2,2,3,1,2,lump_sum,17,6,frame,9.16
P1758,78.7,17,standard_12m,1,1,3,2,2,1,1,4,design_build,19,7,slab_finishing,11.29
P1759,177.1,35,standard_12m,1,0,6,1,2,2,1,2,lump_sum,30,1,foundation,15.0
P1760,171.7,16,mixed_lengths,2,2,1,3,2,1,2,0,lump_sum,20,5,foundation,3.33
P1761,118.1,8,custom_lengths,2,1,3,5,2,1,2,0,lump_sum,30,2,frame,0.5
P1762,135.7,6,custom_lengths,0,0,0,5,3,2,0,1,lump_sum,17,2,frame,5.3
P1763,144.4,35,standard_12m,2,2,4,4,2,2,2,1,design_build,14,6,frame,5.81
P1764,89.9,33,mixed_lengths,1,1,4,3,3,2,2,5,remeasurement,19,3,slab_finishing,9.06
P1765,173.8,14,custom_lengths,0,0,4,3,1,1,0,5,design_build,22,2,foundation,15.0
P1766,171.1,29,standard_12m,1,2,3,3,2,2,0,1,lump_sum,26,6,frame,7.96
P1767,127.2,16,standard_12m,0,0,2,4,3,2,0,0,lump_sum,21,6,slab_finishing,9.62
P1768,106.6,5,custom_lengths,1,1,2,4,2,2,1,2,design_build,15,3,slab_finishing,3.42
P1769,98.7,34,standard_12m,0,1,1,5,2,2,0,1,lump_sum,21,2,slab_finishing,11.91
P1770,180.0,18,mixed_lengths,2,1,3,3,2,1,2,3,design_build,24,2,foundation,5.46
P1771,152.1,35,standard_12m,1,1,3,4,2,3,1,4,design_build,11,6,frame,9.71
P1772,114.0,25,standard_12m,1,1,1,3,3,3,0,2,lump_sum,30,1,slab_finishing,8.67
P1773,178.5,32,mixed_lengths,0,1,2,3,1,1,1,3,design_build,30,1,foundation,12.08
P1774,149.0,30,standard_12m,0,1,4,2,1,1,2,3,lump_sum,19,7,frame,11.56
P1775,86.4,8,custom_lengths,1,1,4,3,1,1,2,2,design_build,16,6,slab_finishing,6.3
P1776,137.6,38,standard_12m,0,1,1,1,2,3,1,0,lump_sum,17,6,frame,9.69
P1777,134.9,9,standard_12m,0,1,3,3,3,3,0,2,lump_sum,3,5,frame,11.0
P1778,82.2,10,custom_lengths,1,0,3,4,2,1,2,3,lump_sum,23,1,slab_finishing,3.82
P1779,180.0,37,standard_12m,2,0,6,3,2,1,2,3,remeasurement,22,5,foundation,12.95
P1780,85.1,19,standard_12m,0,2,2,2,1,1,0,1,lump_sum,30,3,slab_finishing,12.21
P1781,106.1,10,standard_12m,2,1,3,4,2,3,2,0,lump_sum,30,2,slab_finishing,4.36
P1782,179.7,25,standard_12m,0,1,3,3,2,2,1,4,remeasurement,18,5,foundation,14.71
P1783,149.3,22,standard_12m,1,1,2,3,2,3,2,5,design_build,22,7,frame,8.2
P1784,155.7,21,mixed_lengths,1,2,2,3,2,2,1,1,design_build,11,8,foundation,5.33
P1785,145.7,25,mixed_lengths,0,2,0,4,2,3,0,1,lump_sum,30,3,frame,6.46
P1786,160.3,10,custom_lengths,0,0,4,3,2,3,1,2,lump_sum,17,6,foundation,9.74
P1787,144.7,7,custom_lengths,1,1,2,1,1,2,0,3,remeasurement,17,5,frame,10.36
P1788,172.8,39,standard_12m,1,1,2,2,2,2,1,1,design_build,18,8,foundation,10.13
P1789,152.9,14,standard_12m,1,2,5,1,2,2,1,3,lump_sum,30,2,frame,11.46
P1790,149.5,18,mixed_lengths,0,2,4,1,2,2,1,2,design_build,3,7,frame,9.5
P1791,126.5,30,mixed_lengths,2,1,2,1,2,1,2,4,design_build,19,4,slab_finishing,8.09
P1792,133.1,16,mixed_lengths,0,1,5,2,1,1,0,5,design_build,26,4,frame,14.57
P1793,129.0,35,standard_12m,0,0,2,2,2,2,1,1,lump_sum,12,8,frame,11.09
P1794,119.9,32,mixed_lengths,1,2,4,4,3,4,0,2,lump_sum,22,5,slab_finishing,7.39
P1795,159.5,21,mixed_lengths,0,0,6,4,2,1,1,4,design_build,9,8,frame,12.21
P1796,158.8,33,standard_12m,1,1,1,5,2,1,1,0,lump_sum,28,3,frame,6.17
P1797,115.2,23,mixed_lengths,0,0,6,5,2,1,1,4,remeasurement,13,7,slab_finishing,13.95
P1798,129.1,19,standard_12m,1,2,1,1,2,3,1,1,lump_sum,30,5,slab_finishing,7.2
P1799,149.8,30,mixed_lengths,0,0,0,2,2,1,2,5,design_build,18,4,frame,9.95
P1800,122.0,22,standard_12m,1,1,6,4,2,3,0,5,remeasurement,15,3,slab_finishing,14.65
P1801,171.2,26,standard_12m,1,1,3,3,2,3,2,4,design_build,16,8,foundation,8.97
P1802,144.1,22,standard_12m,0,0,3,2,2,3,1,1,lump_sum,27,4,frame,9.73
P1803,139.8,28,standard_12m,0,1,4,3,1,2,1,5,design_build,7,8,frame,14.67
P1804,118.4,34,standard_12m,1,1,6,3,1,1,0,4,remeasurement,28,3,slab_finishing,15.0
P1805,97.9,22,standard_12m,1,1,1,2,1,1,2,0,design_build,24,4,slab_finishing,6.56
P1806,131.9,10,standard_12m,2,1,2,4,3,4,2,4,lump_sum,29,5,frame,4.96
P1807,142.6,10,standard_12m,1,2,3,4,2,1,0,1,lump_sum,18,7,frame,9.14
P1808,156.2,8,standard_12m,0,1,1,1,1,1,0,1,design_build,30,1,foundation,13.47
P1809,167.6,14,standard_12m,1,3,0,4,2,3,0,0,lump_sum,8,7,foundation,6.07
P1810,168.1,33,standard_12m,0,0,3,3,1,1,2,2,lump_sum,19,8,foundation,11.58
P1811,128.9,13,standard_12m,1,0,4,2,2,2,0,1,remeasurement,24,3,frame,13.86
P1812,135.1,24,standard_12m,1,0,5,2,1,2,0,5,remeasurement,21,2,frame,15.0
P1813,171.4,20,mixed_lengths,0,1,3,5,2,3,0,5,remeasurement,19,3,foundation,13.15
P1814,147.9,6,custom_lengths,0,0,1,4,2,2,0,2,design_build,30,2,foundation,8.03
P1815,154.8,19,standard_12m,1,3,3,2,1,1,0,1,design_build,15,6,foundation,9.55
P1816,60.4,5,standard_12m,0,0,0,4,3,2,0,1,design_build,30,2,slab_finishing,8.21
P1817,109.9,6,standard_12m,2,1,3,2,2,2,2,3,design_build,18,7,slab_finishing,8.78
P1818,180.0,34,standard_12m,1,2,1,2,2,3,1,2,lump_sum,26,1,foundation,9.99
P1819,153.1,27,standard_12m,0,1,5,4,2,3,1,4,remeasurement,19,2,frame,14.35
P1820,145.0,31,standard_12m,0,2,5,5,2,2,0,3,lump_sum,3,5,frame,12.28
P1821,159.6,37,standard_12m,1,2,6,3,2,2,1,2,remeasurement,4,8,frame,12.95
P1822,126.2,34,mixed_lengths,0,0,1,2,1,1,0,3,lump_sum,18,4,slab_finishing,13.55
P1823,148.7,14,standard_12m,0,1,5,4,2,1,1,3,design_build,19,4,frame,11.36
P1824,135.7,22,standard_12m,0,2,3,3,3,4,0,2,lump_sum,30,2,frame,9.15
P1825,131.6,6,standard_12m,2,1,3,3,1,1,1,0,lump_sum,28,2,frame,7.72
P1826,172.4,31,standard_12m,1,0,0,3,2,1,0,2,lump_sum,21,6,foundation,11.32
P1827,142.7,23,standard_12m,2,1,1,4,3,2,1,0,design_build,8,5,frame,1.9
P1828,146.1,35,standard_12m,1,0,2,3,3,2,0,2,lump_sum,14,7,frame,10.48
P1829,150.6,39,standard_12m,0,1,6,1,2,1,1,2,remeasurement,5,5,frame,15.0
P1830,107.4,21,standard_12m,0,1,2,1,2,2,1,3,design_build,19,5,slab_finishing,12.55
P1831,143.1,24,standard_12m,2,0,6,4,2,2,2,4,design_build,22,5,frame,10.17
P1832,81.5,5,custom_lengths,2,1,2,4,2,2,1,4,design_build,14,4,slab_finishing,5.07
P1833,151.4,33,mixed_lengths,2,0,4,3,2,2,2,2,lump_sum,25,8,frame,4.74
P1834,174.3,13,standard_12m,2,2,3,1,2,1,2,1,remeasurement,12,8,foundation,8.03
P1835,109.5,29,standard_12m,1,2,5,3,2,3,0,4,lump_sum,30,7,slab_finishing,11.4
P1836,180.0,23,standard_12m,0,0,3,2,2,2,2,2,design_build,14,8,foundation,10.23
P1837,158.5,8,standard_12m,1,2,6,1,2,3,2,5,remeasurement,19,4,foundation,12.49
P1838,180.0,32,mixed_lengths,0,0,6,2,1,1,1,2,design_build,30,5,foundation,14.67
P1839,106.9,32,mixed_lengths,0,2,4,2,2,1,1,0,lump_sum,28,1,slab_finishing,10.72
P1840,176.7,37,standard_12m,1,2,5,3,2,3,1,2,lump_sum,30,2,frame,10.12
P1841,160.6,9,standard_12m,0,0,2,3,2,1,1,3,design_build,22,4,foundation,14.11
P1842,95.2,9,custom_lengths,0,1,0,3,1,1,1,0,lump_sum,16,5,slab_finishing,7.71
P1843,141.0,16,standard_12m,0,0,4,2,2,1,2,5,remeasurement,22,7,frame,14.37
P1844,168.3,16,standard_12m,0,1,2,3,1,1,1,2,lump_sum,30,1,foundation,12.41
P1845,142.7,17,standard_12m,0,0,2,3,2,2,1,4,design_build,11,4,frame,11.41
P1846,108.0,26,standard_12m,2,1,3,2,2,2,1,1,remeasurement,12,4,slab_finishing,10.87
P1847,157.8,10,standard_12m,1,0,4,1,1,1,1,4,design_build,15,4,foundation,15.0
P1848,161.5,26,standard_12m,1,2,5,4,2,1,1,1,remeasurement,5,8,frame,10.09
P1849,180.0,19,standard_12m,0,0,2,5,2,1,1,3,remeasurement,24,3,foundation,13.09
P1850,97.2,36,standard_12m,0,0,5,1,2,3,1,5,remeasurement,23,3,slab_finishing,15.0
P1851,94.8,30,standard_12m,1,0,4,5,2,2,0,3,remeasurement,18,6,slab_finishing,12.88
P1852,133.4,37,standard_12m,2,1,4,3,2,1,2,3,design_build,20,6,slab_finishing,8.49
P1853,180.0,11,standard_12m,1,1,6,4,2,1,1,5,lump_sum,30,4,foundation,13.19
P1854,151.4,23,standard_12m,0,2,4,2,1,1,1,3,remeasurement,19,5,frame,14.13
P1855,114.8,29,mixed_lengths,0,0,2,3,2,1,2,2,design_build,20,7,slab_finishing,8.06
P1856,139.2,20,standard_12m,1,1,1,4,3,2,2,1,remeasurement,12,8,frame,5.32
P1857,137.4,15,mixed_lengths,1,2,5,3,1,1,2,0,lump_sum,18,7,frame,6.01
P1858,132.2,9,standard_12m,1,1,0,3,2,1,0,2,lump_sum,30,7,frame,9.8
P1859,134.6,28,standard_12m,0,0,2,3,2,3,1,1,lump_sum,30,2,frame,11.18
P1860,112.3,32,mixed_lengths,0,0,2,5,2,3,1,5,remeasurement,21,3,slab_finishing,12.46
P1861,168.6,16,standard_12m,1,1,4,2,2,3,1,2,design_build,23,3,foundation,9.36
P1862,128.2,16,standard_12m,0,0,1,1,2,1,0,1,design_build,19,4,frame,13.08
P1863,153.2,32,mixed_lengths,0,0,1,3,1,1,1,1,lump_sum,14,6,frame,9.63
P1864,141.1,13,standard_12m,1,0,1,5,3,3,0,0,lump_sum,24,2,frame,5.94
P1865,150.4,23,mixed_lengths,0,0,5,4,2,1,0,5,remeasurement,17,4,frame,15.0
P1866,86.9,5,standard_12m,1,2,1,2,1,1,0,0,design_build,16,7,slab_finishing,10.13
P1867,178.6,28,standard_12m,1,1,2,4,2,2,0,2,design_build,25,2,foundation,11.3
P1868,96.3,29,standard_12m,1,2,3,4,2,2,0,5,remeasurement,24,4,slab_finishing,12.65
P1869,152.2,28,standard_12m,2,1,5,4,2,1,2,2,design_build,21,4,frame,5.38
P1870,93.2,27,mixed_lengths,0,0,2,5,2,2,0,3,design_build,25,1,slab_finishing,11.64
P1871,124.4,30,standard_12m,0,0,3,4,2,1,1,0,lump_sum,9,6,slab_finishing,11.48
P1872,157.2,10,standard_12m,1,0,6,1,2,3,0,1,remeasurement,15,7,foundation,15.0
P1873,180.0,35,standard_12m,2,0,0,5,2,1,2,2,remeasurement,11,8,foundation,6.52
P1874,110.2,16,mixed_lengths,0,0,0,2,2,1,2,0,lump_sum,18,4,slab_finishing,6.24
P1875,180.0,33,mixed_lengths,0,0,1,5,2,2,2,2,lump_sum,19,4,foundation,7.49
P1876,151.2,23,mixed_lengths,1,1,6,3,2,3,1,5,remeasurement,10,8,frame,11.79
P1877,133.3,21,mixed_lengths,0,2,4,3,2,3,0,5,remeasurement,13,6,frame,12.74
P1878,113.4,29,standard_12m,1,1,4,4,2,3,0,5,design_build,30,2,slab_finishing,13.07
P1879,172.1,21,mixed_lengths,1,1,1,2,2,2,2,4,lump_sum,30,5,foundation,7.36
P1880,124.6,16,mixed_lengths,1,0,5,3,1,1,1,1,lump_sum,24,4,frame,10.1
P1881,163.6,17,mixed_lengths,1,1,3,2,2,3,0,3,design_build,20,8,foundation,10.1
P1882,141.4,15,standard_12m,1,1,3,3,2,1,2,3,remeasurement,5,8,frame,10.0
P1883,180.0,27,mixed_lengths,0,2,6,4,2,1,2,3,design_build,23,6,foundation,9.21
P1884,137.5,8,standard_12m,0,1,0,5,2,2,0,1,lump_sum,30,3,frame,8.49
P1885,98.1,5,custom_lengths,1,2,3,4,2,3,1,1,design_build,24,4,slab_finishing,2.81
P1886,159.6,26,standard_12m,1,1,2,4,2,3,2,1,lump_sum,24,1,foundation,6.07
P1887,161.2,11,custom_lengths,1,2,6,1,1,2,1,0,remeasurement,14,7,foundation,9.76
P1888,102.4,10,custom_lengths,2,2,5,3,2,3,2,2,design_build,21,4,slab_finishing,1.76
P1889,151.2,26,standard_12m,1,1,5,3,2,1,2,4,lump_sum,28,4,frame,10.88
P1890,180.0,23,mixed_lengths,1,1,4,4,2,2,1,5,design_build,13,8,foundation,9.94
P1891,175.3,16,mixed_lengths,1,1,1,3,2,2,0,0,lump_sum,16,8,foundation,7.29
P1892,147.6,18,standard_12m,2,1,3,4,2,1,2,1,lump_sum,28,4,frame,5.77
P1893,158.6,34,mixed_lengths,0,1,2,4,3,4,0,4,remeasurement,10,7,frame,11.17
P1894,158.6,23,standard_12m,2,2,3,2,2,3,1,5,remeasurement,18,7,foundation,10.54
P1895,89.3,5,standard_12m,1,1,3,3,2,2,1,0,lump_sum,22,3,slab_finishing,9.23
P1896,177.6,15,standard_12m,1,1,5,3,2,1,1,3,design_build,21,7,foundation,11.29
P1897,112.5,20,mixed_lengths,1,1,4,4,3,4,0,4,lump_sum,19,5,slab_finishing,10.87
P1898,158.1,30,standard_12m,1,2,1,3,1,2,0,3,lump_sum,20,5,frame,12.27
P1899,152.3,22,standard_12m,0,0,4,2,2,3,0,2,remeasurement,20,6,frame,14.74
P1900,175.2,15,standard_12m,0,2,2,4,2,3,1,0,lump_sum,8,5,foundation,7.92
P1901,91.5,28,standard_12m,1,0,2,1,1,2,1,1,lump_sum,18,4,slab_finishing,12.33
P1902,129.1,10,standard_12m,0,2,5,1,2,1,0,3,remeasurement,20,8,frame,15.0
P1903,174.5,15,mixed_lengths,0,0,3,4,2,2,0,5,remeasurement,18,3,foundation,15.0
P1904,136.1,14,custom_lengths,2,0,3,4,2,2,2,0,design_build,30,2,frame,0.5
P1905,136.5,23,standard_12m,0,0,2,2,2,2,1,1,lump_sum,18,5,frame,12.16
P1906,176.9,24,mixed_lengths,1,2,3,4,2,2,2,4,design_build,15,4,foundation,7.22
P1907,83.5,21,standard_12m,0,0,4,4,2,2,2,3,lump_sum,22,2,slab_finishing,10.61
P1908,180.0,35,standard_12m,2,0,1,2,2,3,2,2,lump_sum,15,6,foundation,7.21
P1909,84.5,12,standard_12m,2,2,3,3,3,2,2,4,lump_sum,6,6,slab_finishing,7.04
P1910,169.7,39,standard_12m,2,1,5,5,3,4,1,3,remeasurement,13,6,frame,8.05
P1911,180.0,35,standard_12m,0,2,6,4,2,2,0,1,design_build,19,6,foundation,12.99
P1912,171.3,24,mixed_lengths,1,0,2,4,2,1,1,2,lump_sum,30,2,foundation,8.67
P1913,172.0,23,standard_12m,1,2,6,2,2,2,0,5,remeasurement,25,3,foundation,15.0
P1914,167.3,11,standard_12m,0,0,5,3,1,2,0,2,lump_sum,27,8,foundation,15.0
